method,substeps,dt,scenario,delta,dtype,status,first_failure_time,completed_steps,completed_time,forward_seconds,diagnostic_wall_seconds,min_determinant,min_variance,nonfinite_modes,nonpositive_diagonals,uncertainty_violations,n_x,n_x_sem,heating_residual_x,n_y,n_y_sem,heating_residual_y,n_z,n_z_sem,heating_residual_z,comparison_time,trajectory_mean_rms,terminal_mean_rms,covariance_rms,covariance_max_abs,Vxx_max_abs,Vpp_max_abs,Cxp_max_abs,paired_n_x,paired_n_x_sem,paired_n_y,paired_n_y_sem,paired_n_z,paired_n_z_sem,role,reference_valid,reference_trajectory_mean_rms,reference_covariance_max_abs,trajectory_error_above_reference_floor,benchmark_status,bptt_duration,bptt_forward_seconds,backward_seconds,bptt_total_seconds,bptt_finite,peak_process_rss_bytes,peak_cuda_allocated_bytes
platen,32,0.0003125,modulation_minus,1.0,float64,ok,,9600,3.0,1.3271147758932784,2.809020208893344,19.64035766133631,4.05115207972393,0,0,0,4.847035047408985,0.19632538787017587,,5.110916971898102,0.10239409358926654,,5.238433161005195,0.25823713874328535,,3.0,0.0021331657481747607,0.00267529333574083,7.806940599343374e-05,0.00035300303650664944,0.00035300303650664944,0.0003174147111923986,0.00033491542364629326,1.943462952263889e-05,0.00028448417397375976,-0.00018062042024529656,0.00036908632112620714,-2.6916378890219358e-05,8.158779625056757e-05,candidate,True,0.00045993534972473254,1.76488078666992e-05,False,,,,,,,,
platen,64,0.00015625,modulation_minus,1.0,float64,ok,,19200,3.0,2.6413469979306683,4.638049999950454,19.64035406222539,4.051151624303624,0,0,0,4.8470650347720845,0.1963257780047449,,5.111003400844048,0.10257415555955979,,5.23840754987669,0.25824160253717793,,3.0,0.0009326797402456929,0.0011722787790986089,1.5613054995041376e-05,7.059782057883268e-05,7.059782057883268e-05,6.349876156974688e-05,6.698581149369373e-05,4.942199262126468e-05,0.00010309937762213926,-9.419147430042133e-05,0.0001396574875888968,-5.252750739433876e-05,3.132181633135783e-05,candidate,True,0.00045993534972473254,1.76488078666992e-05,False,,,,,,,,
platen,128,7.8125e-05,modulation_plus,1.0,float64,ok,,38400,3.0,5.302549076033756,8.319769749999978,17.503014684120842,3.9211328429880834,0,0,0,5.430958032255171,0.27196804909102484,,5.013139748217381,0.1620420957567867,,5.2944228273531815,0.2564606899915133,,3.0,0.0005170677980986691,0.0006312845676846585,4.3652437415819585e-06,1.952222743017984e-05,1.7774011450200078e-05,1.952222743017984e-05,1.8607270477297155e-05,6.347257130843942e-05,5.572278847215152e-05,-0.00011920680237183291,4.814748874403595e-05,-3.250686860217012e-05,1.6221765177824466e-05,reference_halving_check,,,,,,,,,,,,
platen,256,3.90625e-05,modulation_plus,1.0,float64,ok,,76800,3.0,10.876677592284977,16.211904499912634,17.50301460225262,3.9211332000589447,0,0,0,5.430894559683864,0.2719671226032176,,5.0132589550197535,0.16206304665169685,,5.294455334221784,0.25646342573129904,,,,,,,,,,,,,,,,finer_reference,,,,,,,,,,,,
euler_maruyama,1,0.01,modulation_plus,1.0,float64,nonfinite,0.31,77,0.76,0.006448499741964042,0.2654962909873575,-688805967298560.0,-inf,80,8960,10800,4.377405345656864e+278,inf,,21.54205511804996,6.125662678156229,,5.154639756230357,0.1161451336447994,,0.76,7.879795227595822e+138,6.914492250209574e+139,inf,9.39570265483699e+280,9.39570265483699e+280,4.071877199494115e+280,6.18531708269326e+280,4.377405345656864e+278,inf,16.59039099084632,6.0662873805364015,0.08333785887271282,0.005397625566178832,candidate,True,0.0005170677980986691,1.952222743017984e-05,True,,,,,,,,
euler_maruyama,2,0.005,modulation_plus,1.0,float64,nonfinite,0.6,247,1.23,0.01869215874467045,0.44338566705118865,-747862723919872.0,-inf,80,17840,23840,1.1435880694447413e+276,inf,,10.47985927339796,0.5240852244730209,,5.248004335273852,0.16664428239472645,,1.23,1.9598924271110005e+137,2.182443842129813e+138,inf,6.773198674470579e+277,6.773198674470579e+277,5.228808558790959e+277,5.951114114135549e+277,1.1435880694447413e+276,inf,5.4537964389157505,0.4821824392238639,0.10373524560172687,0.007180155254177048,candidate,True,0.0005170677980986691,1.952222743017984e-05,True,,,,,,,,
euler_maruyama,4,0.0025,modulation_plus,1.0,float64,nonfinite,1.26,941,2.35,0.06720129947643727,0.9103767920751125,-79494727598080.0,-inf,80,50960,69040,-6.297556916243397e+260,inf,,12.022563738228678,0.5042616474792097,,5.487750188377404,0.24601918420603064,,2.35,3.5168768300174156e+129,5.40272870173318e+130,inf,8.459949135227584e+262,8.459949135227584e+262,1.5564054753805442e+262,3.628651423808729e+262,-6.297556916243397e+260,inf,6.946657138257511,0.43066689947716164,0.1626522898941142,0.010351685833733321,candidate,True,0.0005170677980986691,1.952222743017984e-05,True,,,,,,,,
euler_maruyama,8,0.00125,modulation_plus,1.0,float64,covariance_failure,2.8025,2400,3.0,0.1657175428699702,1.310863499995321,-8.7760727871767,-0.9350429134470178,0,3600,12720,10.045739093383988,0.5752302348870076,,8.212734370867144,0.31407464473581354,,5.411140327283076,0.26365331456693164,,3.0,0.6010394538390983,1.2587896690189748,0.4200743957974442,4.855824668573463,4.852864441287787,4.855824668573463,4.422687768232905,4.6147810611288165,0.36612263439373605,3.1995946226497622,0.1846375052734085,0.11671749992989609,0.007655362974994674,candidate,True,0.0005170677980986691,1.952222743017984e-05,True,,,,,,,,
euler_maruyama,16,0.000625,modulation_plus,1.0,float64,ok,,4800,3.0,0.32052888884209096,1.5809294589562342,17.052651479048855,3.4384762509463522,0,0,0,7.040632480483505,0.3729668475554898,,6.170227060555188,0.21442694926099756,,5.351871968381423,0.25998462544815903,,3.0,0.25600016608317705,0.5111310494101201,0.07890322252050565,0.5217542838533218,0.4914516108013167,0.5217542838533218,0.48575285830983383,1.6096744482283318,0.11631145302597969,1.1570873123378078,0.06680534449583965,0.05744914102824206,0.003771004572129206,candidate,True,0.0005170677980986691,1.952222743017984e-05,True,,,,,,,,
euler_maruyama,32,0.0003125,modulation_plus,1.0,float64,ok,,9600,3.0,0.6577584348851815,2.2231004579225555,17.445084548425402,3.802573428499189,0,0,0,6.116348032713762,0.3156725646272744,,5.516284887594043,0.18404540805954112,,5.323014383046427,0.2582173552769913,,3.0,0.11928637054473874,0.23340165247604588,0.02816130412950858,0.13760236364311051,0.12707141754148976,0.13760236364311051,0.12872637342763063,0.6853900004585909,0.0492618499259279,0.5031451393766616,0.028881888202244983,0.028591555693246735,0.001873340669734962,candidate,True,0.0005170677980986691,1.952222743017984e-05,True,,,,,,,,
euler_maruyama,64,0.00015625,modulation_plus,1.0,float64,ok,,19200,3.0,1.2742669566068798,3.319329333025962,17.487905392899787,3.881855497949796,0,0,0,5.748856304665751,0.2924851233566213,,5.24853034049549,0.1722970487487073,,5.308650737621009,0.2573338903975962,,3.0,0.05763778757146862,0.11170849984508513,0.01225659172655312,0.05214767902131889,0.04741391663720229,0.05214767902131889,0.04855060079781928,0.3178982724105795,0.02288814769128536,0.23539059227810966,0.01352760065485188,0.014227910267826627,0.0009278284049431399,candidate,True,0.0005170677980986691,1.952222743017984e-05,True,,,,,,,,
